candidate,source_dir,status,production_ns,platform,gpu_id,n_atoms,trajectory,final_pdb,log
rank063_GWHPBECS010871,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62240,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank063_GWHPBECS010871/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank063_GWHPBECS010871/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank063_GWHPBECS010871/outputs/prod.log
rank064_GWHPBECS026429,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,73632,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank064_GWHPBECS026429/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank064_GWHPBECS026429/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank064_GWHPBECS026429/outputs/prod.log
rank065_GWHPBECS011179,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65689,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank065_GWHPBECS011179/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank065_GWHPBECS011179/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank065_GWHPBECS011179/outputs/prod.log
rank066_GWHPBECS010870,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63822,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank066_GWHPBECS010870/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank066_GWHPBECS010870/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank066_GWHPBECS010870/outputs/prod.log
rank067_GWHPBECS041207,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63347,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank067_GWHPBECS041207/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank067_GWHPBECS041207/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank067_GWHPBECS041207/outputs/prod.log
rank068_GWHPBECS026436,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,69693,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank068_GWHPBECS026436/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank068_GWHPBECS026436/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank068_GWHPBECS026436/outputs/prod.log
rank069_GWHPBECS010789,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61058,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank069_GWHPBECS010789/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank069_GWHPBECS010789/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank069_GWHPBECS010789/outputs/prod.log
rank070_GWHPBECS006410,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63320,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank070_GWHPBECS006410/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank070_GWHPBECS006410/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank070_GWHPBECS006410/outputs/prod.log
rank071_GWHPBECS039799,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61789,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank071_GWHPBECS039799/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank071_GWHPBECS039799/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank071_GWHPBECS039799/outputs/prod.log
rank072_GWHPBECS019993,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67397,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank072_GWHPBECS019993/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank072_GWHPBECS019993/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank072_GWHPBECS019993/outputs/prod.log
rank073_GWHPBECS005716,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,77308,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank073_GWHPBECS005716/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank073_GWHPBECS005716/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank073_GWHPBECS005716/outputs/prod.log
rank074_GWHPBECS039786,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61672,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank074_GWHPBECS039786/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank074_GWHPBECS039786/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank074_GWHPBECS039786/outputs/prod.log
rank075_GWHPBECS026013,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,73708,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank075_GWHPBECS026013/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank075_GWHPBECS026013/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank075_GWHPBECS026013/outputs/prod.log
rank076_GWHPBECS019981,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67887,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank076_GWHPBECS019981/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank076_GWHPBECS019981/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank076_GWHPBECS019981/outputs/prod.log
rank077_GWHPBECS023837,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63564,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank077_GWHPBECS023837/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank077_GWHPBECS023837/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank077_GWHPBECS023837/outputs/prod.log
rank078_GWHPBECS039811,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,66165,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank078_GWHPBECS039811/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank078_GWHPBECS039811/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank078_GWHPBECS039811/outputs/prod.log
rank079_GWHPBECS023850,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,66831,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank079_GWHPBECS023850/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank079_GWHPBECS023850/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank079_GWHPBECS023850/outputs/prod.log
rank080_GWHPBECS013157,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,88975,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank080_GWHPBECS013157/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank080_GWHPBECS013157/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank080_GWHPBECS013157/outputs/prod.log
rank081_GWHPBECS034414,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62335,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank081_GWHPBECS034414/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank081_GWHPBECS034414/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank081_GWHPBECS034414/outputs/prod.log
rank082_GWHPBECS005886,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,88310,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank082_GWHPBECS005886/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank082_GWHPBECS005886/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank082_GWHPBECS005886/outputs/prod.log
rank083_GWHPBECS005717,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,79525,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank083_GWHPBECS005717/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank083_GWHPBECS005717/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank083_GWHPBECS005717/outputs/prod.log
rank084_GWHPBECS039817,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56396,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank084_GWHPBECS039817/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank084_GWHPBECS039817/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank084_GWHPBECS039817/outputs/prod.log
rank085_GWHPBECS010867,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,58292,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank085_GWHPBECS010867/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank085_GWHPBECS010867/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank085_GWHPBECS010867/outputs/prod.log
rank086_GWHPBECS012285,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,59548,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank086_GWHPBECS012285/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank086_GWHPBECS012285/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank086_GWHPBECS012285/outputs/prod.log
rank087_GWHPBECS012286,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57273,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank087_GWHPBECS012286/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank087_GWHPBECS012286/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank087_GWHPBECS012286/outputs/prod.log
rank088_GWHPBECS023852,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64840,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank088_GWHPBECS023852/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank088_GWHPBECS023852/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank088_GWHPBECS023852/outputs/prod.log
rank089_GWHPBECS013743,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,140323,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank089_GWHPBECS013743/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank089_GWHPBECS013743/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank089_GWHPBECS013743/outputs/prod.log
rank090_GWHPBECS005108,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68407,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank090_GWHPBECS005108/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank090_GWHPBECS005108/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank090_GWHPBECS005108/outputs/prod.log
rank091_GWHPBECS012315,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65715,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank091_GWHPBECS012315/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank091_GWHPBECS012315/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank091_GWHPBECS012315/outputs/prod.log
rank092_GWHPBECS026493,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,59286,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank092_GWHPBECS026493/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank092_GWHPBECS026493/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank092_GWHPBECS026493/outputs/prod.log
rank093_GWHPBECS005718,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64443,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank093_GWHPBECS005718/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank093_GWHPBECS005718/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank093_GWHPBECS005718/outputs/prod.log
rank094_GWHPBECS025961,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57089,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank094_GWHPBECS025961/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank094_GWHPBECS025961/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank094_GWHPBECS025961/outputs/prod.log
rank095_GWHPBECS041382,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57745,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank095_GWHPBECS041382/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank095_GWHPBECS041382/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank095_GWHPBECS041382/outputs/prod.log
rank096_GWHPBECS025373,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64859,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank096_GWHPBECS025373/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank096_GWHPBECS025373/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank096_GWHPBECS025373/outputs/prod.log
rank097_GWHPBECS013088,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,87590,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank097_GWHPBECS013088/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank097_GWHPBECS013088/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank097_GWHPBECS013088/outputs/prod.log
rank098_GWHPBECS028344,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,90820,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank098_GWHPBECS028344/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank098_GWHPBECS028344/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank098_GWHPBECS028344/outputs/prod.log
rank099_GWHPBECS019951,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63503,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank099_GWHPBECS019951/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank099_GWHPBECS019951/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank099_GWHPBECS019951/outputs/prod.log
rank100_GWHPBECS025958,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,70125,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank100_GWHPBECS025958/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank100_GWHPBECS025958/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank100_GWHPBECS025958/outputs/prod.log
rank101_GWHPBECS012442,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57612,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank101_GWHPBECS012442/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank101_GWHPBECS012442/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank101_GWHPBECS012442/outputs/prod.log
rank102_GWHPBECS005721,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,74695,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank102_GWHPBECS005721/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank102_GWHPBECS005721/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank102_GWHPBECS005721/outputs/prod.log
rank103_GWHPBECS041304,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,58820,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank103_GWHPBECS041304/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank103_GWHPBECS041304/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank103_GWHPBECS041304/outputs/prod.log
rank104_GWHPBECS012324,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56395,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank104_GWHPBECS012324/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank104_GWHPBECS012324/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank104_GWHPBECS012324/outputs/prod.log
rank105_GWHPBECS013089,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,73239,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank105_GWHPBECS013089/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank105_GWHPBECS013089/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank105_GWHPBECS013089/outputs/prod.log
rank106_GWHPBECS025966,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56923,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank106_GWHPBECS025966/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank106_GWHPBECS025966/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank106_GWHPBECS025966/outputs/prod.log
rank107_GWHPBECS010868,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56974,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank107_GWHPBECS010868/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank107_GWHPBECS010868/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank107_GWHPBECS010868/outputs/prod.log
rank108_GWHPBECS014891,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65925,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank108_GWHPBECS014891/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank108_GWHPBECS014891/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank108_GWHPBECS014891/outputs/prod.log
rank109_GWHPBECS026007,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67906,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank109_GWHPBECS026007/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank109_GWHPBECS026007/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank109_GWHPBECS026007/outputs/prod.log
rank110_GWHPBECS026010,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,66037,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank110_GWHPBECS026010/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank110_GWHPBECS026010/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank110_GWHPBECS026010/outputs/prod.log
rank111_GWHPBECS007006,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63585,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank111_GWHPBECS007006/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank111_GWHPBECS007006/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank111_GWHPBECS007006/outputs/prod.log
rank112_GWHPBECS025037,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,114450,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank112_GWHPBECS025037/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank112_GWHPBECS025037/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank112_GWHPBECS025037/outputs/prod.log
rank113_GWHPBECS007575,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,97863,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank113_GWHPBECS007575/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank113_GWHPBECS007575/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank113_GWHPBECS007575/outputs/prod.log
rank114_GWHPBECS026009,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,76337,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank114_GWHPBECS026009/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank114_GWHPBECS026009/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank114_GWHPBECS026009/outputs/prod.log
rank115_GWHPBECS012284,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61844,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank115_GWHPBECS012284/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank115_GWHPBECS012284/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank115_GWHPBECS012284/outputs/prod.log
rank116_GWHPBECS006520,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57187,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank116_GWHPBECS006520/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank116_GWHPBECS006520/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank116_GWHPBECS006520/outputs/prod.log
rank117_GWHPBECS041305,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57775,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank117_GWHPBECS041305/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank117_GWHPBECS041305/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank117_GWHPBECS041305/outputs/prod.log
rank118_GWHPBECS026005,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68552,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank118_GWHPBECS026005/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank118_GWHPBECS026005/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank118_GWHPBECS026005/outputs/prod.log
rank119_GWHPBECS026453,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,81745,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank119_GWHPBECS026453/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank119_GWHPBECS026453/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank119_GWHPBECS026453/outputs/prod.log
rank120_GWHPBECS010761,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63820,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank120_GWHPBECS010761/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank120_GWHPBECS010761/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank120_GWHPBECS010761/outputs/prod.log
rank121_GWHPBECS012437,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,60784,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank121_GWHPBECS012437/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank121_GWHPBECS012437/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank121_GWHPBECS012437/outputs/prod.log
rank122_GWHPBECS012322,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61251,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank122_GWHPBECS012322/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank122_GWHPBECS012322/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank122_GWHPBECS012322/outputs/prod.log
rank123_GWHPBECS010760,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,74204,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank123_GWHPBECS010760/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank123_GWHPBECS010760/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank123_GWHPBECS010760/outputs/prod.log
rank124_GWHPBECS004330,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56245,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank124_GWHPBECS004330/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank124_GWHPBECS004330/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank124_GWHPBECS004330/outputs/prod.log
