sequence_hash,protein_id,header,raw_length,esmc_length,embedding_dim,embedding_shape,embedding_dtype,embedding_path,model_path,status,error
b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912,B0D060,b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912|B0D060|len=202|ids=1,202,202,1152,202x1152,float16,embeddings/b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ff275fdab6a23ee3dd9987561f3244af8fca50ef658db99cda6d54c776ffce53,W5TPX3,ff275fdab6a23ee3dd9987561f3244af8fca50ef658db99cda6d54c776ffce53|W5TPX3|len=307|ids=1,307,307,1152,307x1152,float16,embeddings/ff275fdab6a23ee3dd9987561f3244af8fca50ef658db99cda6d54c776ffce53.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
0ec796592a6d234997ad4ed6523a25f7a09e455f32a1f72d432947dde57b5730,A0A034W377,0ec796592a6d234997ad4ed6523a25f7a09e455f32a1f72d432947dde57b5730|A0A034W377|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/0ec796592a6d234997ad4ed6523a25f7a09e455f32a1f72d432947dde57b5730.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8203273d3f01fb8879be881388fbb0ee4b19aa4ec3f93aefdb1f74c31360384d,A0A0H3MPW9,8203273d3f01fb8879be881388fbb0ee4b19aa4ec3f93aefdb1f74c31360384d|A0A0H3MPW9|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/8203273d3f01fb8879be881388fbb0ee4b19aa4ec3f93aefdb1f74c31360384d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
08cba4e9ac6bad25f024d12557c97515c3434dfb14a9963d14872b26ec8140e1,A0A1I8NYW1,08cba4e9ac6bad25f024d12557c97515c3434dfb14a9963d14872b26ec8140e1|A0A1I8NYW1|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/08cba4e9ac6bad25f024d12557c97515c3434dfb14a9963d14872b26ec8140e1.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4fea7b2b4326b961eadf145ddf9db4d27e885795d1ee2070b53d0db21f17fd70,A0A1V0A2I1,4fea7b2b4326b961eadf145ddf9db4d27e885795d1ee2070b53d0db21f17fd70|A0A1V0A2I1|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/4fea7b2b4326b961eadf145ddf9db4d27e885795d1ee2070b53d0db21f17fd70.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
137eca9ba962f27f7a3c99d847072b6d57fa020d1e52011f45c05337ffd71bf9,A0A2I4AYA6,137eca9ba962f27f7a3c99d847072b6d57fa020d1e52011f45c05337ffd71bf9|A0A2I4AYA6|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/137eca9ba962f27f7a3c99d847072b6d57fa020d1e52011f45c05337ffd71bf9.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ee96fc251a69420f3c1005cd16f0040fcf509eb9052fe245454fc1b2077a2a85,A0A2K6S509,ee96fc251a69420f3c1005cd16f0040fcf509eb9052fe245454fc1b2077a2a85|A0A2K6S509|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/ee96fc251a69420f3c1005cd16f0040fcf509eb9052fe245454fc1b2077a2a85.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
816e25b0d0d9320cec25bc172a272ff1e6c372232b9b760e9ccda3535fcf6793,A0A5P8K4T6,816e25b0d0d9320cec25bc172a272ff1e6c372232b9b760e9ccda3535fcf6793|A0A5P8K4T6|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/816e25b0d0d9320cec25bc172a272ff1e6c372232b9b760e9ccda3535fcf6793.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
153ca8be5023722de357e46023b5046d454cc7f0a12beeb8ad78b373f0e4f4b7,A0A6P7QJG2,153ca8be5023722de357e46023b5046d454cc7f0a12beeb8ad78b373f0e4f4b7|A0A6P7QJG2|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/153ca8be5023722de357e46023b5046d454cc7f0a12beeb8ad78b373f0e4f4b7.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
1ec092710d9a8a073ed24b910a7e7cba137334c9c6cf70a6e7fd53ead7fdbfe0,A0A8B9JKW7,1ec092710d9a8a073ed24b910a7e7cba137334c9c6cf70a6e7fd53ead7fdbfe0|A0A8B9JKW7|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/1ec092710d9a8a073ed24b910a7e7cba137334c9c6cf70a6e7fd53ead7fdbfe0.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a6273a1ac3362ef36e8ccaccbd15d56c3a656258670e09407533298a5e3189fd,A0A8C6QHQ6,a6273a1ac3362ef36e8ccaccbd15d56c3a656258670e09407533298a5e3189fd|A0A8C6QHQ6|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/a6273a1ac3362ef36e8ccaccbd15d56c3a656258670e09407533298a5e3189fd.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3396f2151b392d6450f6b037e35390ae3f495c2db7b30383ebd87f58961bced0,A0AAU9ZJ53,3396f2151b392d6450f6b037e35390ae3f495c2db7b30383ebd87f58961bced0|A0AAU9ZJ53|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/3396f2151b392d6450f6b037e35390ae3f495c2db7b30383ebd87f58961bced0.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c289041596876fb04fe5138a82058da1f2fd5038ef43f44426a26f7365ab5c6b,A6KPR5,c289041596876fb04fe5138a82058da1f2fd5038ef43f44426a26f7365ab5c6b|A6KPR5|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/c289041596876fb04fe5138a82058da1f2fd5038ef43f44426a26f7365ab5c6b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
aa2b200a1d0c0a59541dad8461043e3b445099beb4189f8acffb537b03b5765f,B3MSL0,aa2b200a1d0c0a59541dad8461043e3b445099beb4189f8acffb537b03b5765f|B3MSL0|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/aa2b200a1d0c0a59541dad8461043e3b445099beb4189f8acffb537b03b5765f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
1a9d9d2b9b53e89e6908e4df9d26cd62ecff20fd210a89ab111143814082896b,B4NPA6,1a9d9d2b9b53e89e6908e4df9d26cd62ecff20fd210a89ab111143814082896b|B4NPA6|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/1a9d9d2b9b53e89e6908e4df9d26cd62ecff20fd210a89ab111143814082896b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
665cf928a34aedb625507f6a09cbe4cc7c1042deb4961712d28dbeea00c7a672,D6X0P7,665cf928a34aedb625507f6a09cbe4cc7c1042deb4961712d28dbeea00c7a672|D6X0P7|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/665cf928a34aedb625507f6a09cbe4cc7c1042deb4961712d28dbeea00c7a672.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
5531c96ee4be5dfa0a71d512b3b96cdcdd71a2fd796cd1b492719c8d8fcaec3b,Q9JI67,5531c96ee4be5dfa0a71d512b3b96cdcdd71a2fd796cd1b492719c8d8fcaec3b|Q9JI67|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/5531c96ee4be5dfa0a71d512b3b96cdcdd71a2fd796cd1b492719c8d8fcaec3b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a0b10577cddaebdca65fd0ba9206982b886f1fde60cb6c00b0785db167fdfc28,T1PBR6,a0b10577cddaebdca65fd0ba9206982b886f1fde60cb6c00b0785db167fdfc28|T1PBR6|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/a0b10577cddaebdca65fd0ba9206982b886f1fde60cb6c00b0785db167fdfc28.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4eca08d93ce591a853d260e4eb6463a0ef77fa3408192bb8a784ca429d589ab0,W8BQG1,4eca08d93ce591a853d260e4eb6463a0ef77fa3408192bb8a784ca429d589ab0|W8BQG1|len=308|ids=1,308,308,1152,308x1152,float16,embeddings/4eca08d93ce591a853d260e4eb6463a0ef77fa3408192bb8a784ca429d589ab0.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ae21dba6cab3735cf43b77f88e2ed5a599be69b2c0a34f3655d64f5c78576e20,A0A143QF78,ae21dba6cab3735cf43b77f88e2ed5a599be69b2c0a34f3655d64f5c78576e20|A0A143QF78|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/ae21dba6cab3735cf43b77f88e2ed5a599be69b2c0a34f3655d64f5c78576e20.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
81d639508c2cff3eb9986ab26f01ef563cca9ab78b53c09c514377466beaef12,A0A1S3G3I3,81d639508c2cff3eb9986ab26f01ef563cca9ab78b53c09c514377466beaef12|A0A1S3G3I3|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/81d639508c2cff3eb9986ab26f01ef563cca9ab78b53c09c514377466beaef12.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
7016a9a67bcd91edb5734cde78bbfc6964faf488f6dc0d8cdd818c2ce3f14c8b,A0A386ZE54,7016a9a67bcd91edb5734cde78bbfc6964faf488f6dc0d8cdd818c2ce3f14c8b|A0A386ZE54|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/7016a9a67bcd91edb5734cde78bbfc6964faf488f6dc0d8cdd818c2ce3f14c8b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e0eb17537a00e38dc5c95cc16a1be810088f467f0b66fb9ea3abc17ab565fc72,A0A447GL95,e0eb17537a00e38dc5c95cc16a1be810088f467f0b66fb9ea3abc17ab565fc72|A0A447GL95|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/e0eb17537a00e38dc5c95cc16a1be810088f467f0b66fb9ea3abc17ab565fc72.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4ac436ccbabf7aa99234b6ef517cb092a96e3e767eff2230dd9f1d06bbe18c82,A0A516NFN4,4ac436ccbabf7aa99234b6ef517cb092a96e3e767eff2230dd9f1d06bbe18c82|A0A516NFN4|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/4ac436ccbabf7aa99234b6ef517cb092a96e3e767eff2230dd9f1d06bbe18c82.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
880aaadc24b3fb621c6dc1ad5e0b80bf1891fe6fad7b5d1ba36bc502093eacec,A0A7I7L6U0,880aaadc24b3fb621c6dc1ad5e0b80bf1891fe6fad7b5d1ba36bc502093eacec|A0A7I7L6U0|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/880aaadc24b3fb621c6dc1ad5e0b80bf1891fe6fad7b5d1ba36bc502093eacec.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
aeed75a1080ab1c7e0fbac576aa88d74acb9b4667a7f5f6c7930d72f83201586,A0A7I7MRK0,aeed75a1080ab1c7e0fbac576aa88d74acb9b4667a7f5f6c7930d72f83201586|A0A7I7MRK0|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/aeed75a1080ab1c7e0fbac576aa88d74acb9b4667a7f5f6c7930d72f83201586.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f417382f61c44204bd5888084878b920132260c7f3a0011fcf9d5c832231faae,A0A804QI72,f417382f61c44204bd5888084878b920132260c7f3a0011fcf9d5c832231faae|A0A804QI72|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/f417382f61c44204bd5888084878b920132260c7f3a0011fcf9d5c832231faae.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
6bb24936981c511a4dadd53717c4dd48c27b99b624b53a53b6c4bbd8c59a9b91,A0A8C0JI77,6bb24936981c511a4dadd53717c4dd48c27b99b624b53a53b6c4bbd8c59a9b91|A0A8C0JI77|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/6bb24936981c511a4dadd53717c4dd48c27b99b624b53a53b6c4bbd8c59a9b91.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3bf739ce4daaea583bfaa59f9ef8d3d12296dd3a05408e5ecca470aeafcdf03c,A0A8R1WLE2,3bf739ce4daaea583bfaa59f9ef8d3d12296dd3a05408e5ecca470aeafcdf03c|A0A8R1WLE2|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/3bf739ce4daaea583bfaa59f9ef8d3d12296dd3a05408e5ecca470aeafcdf03c.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
25873495f4321aede36a9cb6856ce4b917a8c7f41bddbdf45b88aa303fd2992b,A0AB39U6W0,25873495f4321aede36a9cb6856ce4b917a8c7f41bddbdf45b88aa303fd2992b|A0AB39U6W0|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/25873495f4321aede36a9cb6856ce4b917a8c7f41bddbdf45b88aa303fd2992b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f51df618043a74a09d12381735c4acec589268b0a8ade0985bd81e68f665d29a,A0AB39ULL8,f51df618043a74a09d12381735c4acec589268b0a8ade0985bd81e68f665d29a|A0AB39ULL8|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/f51df618043a74a09d12381735c4acec589268b0a8ade0985bd81e68f665d29a.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e149ebf759b38a2ecfb4eb9f2b7b3ce82797ab10d7a33e5848ed1bc8c2b20367,B2HLK9,e149ebf759b38a2ecfb4eb9f2b7b3ce82797ab10d7a33e5848ed1bc8c2b20367|B2HLK9|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/e149ebf759b38a2ecfb4eb9f2b7b3ce82797ab10d7a33e5848ed1bc8c2b20367.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
0b75c2fe1f291ff5dc299c70f7961ef6e4bab069688297712bfdc465a550eb88,E3HCP6,0b75c2fe1f291ff5dc299c70f7961ef6e4bab069688297712bfdc465a550eb88|E3HCP6|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/0b75c2fe1f291ff5dc299c70f7961ef6e4bab069688297712bfdc465a550eb88.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b8769e84108e97c33bf04434c0a7011c64e5f6481402ac258798a79c46a96a09,L7VEK5,b8769e84108e97c33bf04434c0a7011c64e5f6481402ac258798a79c46a96a09|L7VEK5|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/b8769e84108e97c33bf04434c0a7011c64e5f6481402ac258798a79c46a96a09.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4d584f0b2b1bfb1b14bf8d24edc25ef5c54fde48c43fe52ea7c06dd7fa502cb1,O21943,4d584f0b2b1bfb1b14bf8d24edc25ef5c54fde48c43fe52ea7c06dd7fa502cb1|O21943|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/4d584f0b2b1bfb1b14bf8d24edc25ef5c54fde48c43fe52ea7c06dd7fa502cb1.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
aaf80896d8aaa877d2de0c73b154948d81e0a90ba7cac1c83ec66edd0e0bce50,Q0P9C6,aaf80896d8aaa877d2de0c73b154948d81e0a90ba7cac1c83ec66edd0e0bce50|Q0P9C6|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/aaf80896d8aaa877d2de0c73b154948d81e0a90ba7cac1c83ec66edd0e0bce50.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a32ea46eb1d5cb06f921481b967af0a099714d31ff59c463d6e923812a9a8339,Q94BU0,a32ea46eb1d5cb06f921481b967af0a099714d31ff59c463d6e923812a9a8339|Q94BU0|len=309|ids=1,309,309,1152,309x1152,float16,embeddings/a32ea46eb1d5cb06f921481b967af0a099714d31ff59c463d6e923812a9a8339.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
7fd18bd13aeca9245e7862c4141c79886cdba9820b959de07c38886f6cda9de0,A0A173LMP4,7fd18bd13aeca9245e7862c4141c79886cdba9820b959de07c38886f6cda9de0|A0A173LMP4|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/7fd18bd13aeca9245e7862c4141c79886cdba9820b959de07c38886f6cda9de0.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
9f29f24a290bb6c49a8a1c70952625a7d3a9e40eb726b52c55333b4f20a91af3,A0A1I8NF56,9f29f24a290bb6c49a8a1c70952625a7d3a9e40eb726b52c55333b4f20a91af3|A0A1I8NF56|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/9f29f24a290bb6c49a8a1c70952625a7d3a9e40eb726b52c55333b4f20a91af3.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c4606208df647475979cbe5d6031f2ca581f6545d1a208b60592a449e54cec07,A0A1I8NP27,c4606208df647475979cbe5d6031f2ca581f6545d1a208b60592a449e54cec07|A0A1I8NP27|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/c4606208df647475979cbe5d6031f2ca581f6545d1a208b60592a449e54cec07.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
460bf1d00b5aed31ba6b1ca37dee92271e65b63da7da24506024df482175bbf4,A0A2J8M809,460bf1d00b5aed31ba6b1ca37dee92271e65b63da7da24506024df482175bbf4|A0A2J8M809|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/460bf1d00b5aed31ba6b1ca37dee92271e65b63da7da24506024df482175bbf4.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e015b0f4b891b7e45f33c8eadf8065f2d3c27f069c35e30c97435cc3f6f78a34,A0A2S0WRX0,e015b0f4b891b7e45f33c8eadf8065f2d3c27f069c35e30c97435cc3f6f78a34|A0A2S0WRX0|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/e015b0f4b891b7e45f33c8eadf8065f2d3c27f069c35e30c97435cc3f6f78a34.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
5c9c05335b3e63f0a51226185e4e9e769c661b5bf63d6ffbf63b0ba1ad12f93b,A0A2U3YVR9,5c9c05335b3e63f0a51226185e4e9e769c661b5bf63d6ffbf63b0ba1ad12f93b|A0A2U3YVR9|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/5c9c05335b3e63f0a51226185e4e9e769c661b5bf63d6ffbf63b0ba1ad12f93b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b9bbecaba825992daafb1bc98b1e9f50e843a94b0c00dd1b4750751fc7ed1258,A0A5Q2MIB1,b9bbecaba825992daafb1bc98b1e9f50e843a94b0c00dd1b4750751fc7ed1258|A0A5Q2MIB1|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/b9bbecaba825992daafb1bc98b1e9f50e843a94b0c00dd1b4750751fc7ed1258.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ae846c488301d9559b043dafbfabd9846200fd1a6761030397667a1bc79bdd38,A0A6H0SBN8,ae846c488301d9559b043dafbfabd9846200fd1a6761030397667a1bc79bdd38|A0A6H0SBN8|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/ae846c488301d9559b043dafbfabd9846200fd1a6761030397667a1bc79bdd38.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4016e49fe04c4b165103eba91acac7d1254f0d523bdb137e9cbb7731cb705e67,A0A6I8NMX2,4016e49fe04c4b165103eba91acac7d1254f0d523bdb137e9cbb7731cb705e67|A0A6I8NMX2|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/4016e49fe04c4b165103eba91acac7d1254f0d523bdb137e9cbb7731cb705e67.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8e7bfd34cdedcd878fa117ec4cbb3bd9af55334b51bb032c0551df9c20b4b3e8,A0A7E5VQV0,8e7bfd34cdedcd878fa117ec4cbb3bd9af55334b51bb032c0551df9c20b4b3e8|A0A7E5VQV0|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/8e7bfd34cdedcd878fa117ec4cbb3bd9af55334b51bb032c0551df9c20b4b3e8.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
96a1f44b73dbd4774e64c179c18ff8322d7e5702ce1e63d70df26973792cb916,A0A8E4RD82,96a1f44b73dbd4774e64c179c18ff8322d7e5702ce1e63d70df26973792cb916|A0A8E4RD82|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/96a1f44b73dbd4774e64c179c18ff8322d7e5702ce1e63d70df26973792cb916.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8d3369128299995c66ae920bd3d791accaf88b9e637bdeaeb5a30b7474698eb2,A0A9Q9II33,8d3369128299995c66ae920bd3d791accaf88b9e637bdeaeb5a30b7474698eb2|A0A9Q9II33|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/8d3369128299995c66ae920bd3d791accaf88b9e637bdeaeb5a30b7474698eb2.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
25f9d17e4fd4b8444881e20178a8b6340bdfc88acafc5ab21ec4cae83517666b,A0AAJ7UGN7,25f9d17e4fd4b8444881e20178a8b6340bdfc88acafc5ab21ec4cae83517666b|A0AAJ7UGN7|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/25f9d17e4fd4b8444881e20178a8b6340bdfc88acafc5ab21ec4cae83517666b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
edef8a486f0b33cfb32927bf47f12df6c94f8548a51e05b456a847564e0b6060,B4K0Z5,edef8a486f0b33cfb32927bf47f12df6c94f8548a51e05b456a847564e0b6060|B4K0Z5|len=310|ids=1,310,310,1152,310x1152,float16,embeddings/edef8a486f0b33cfb32927bf47f12df6c94f8548a51e05b456a847564e0b6060.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4a8616935a059c8d027060bf069b99808354d2d1c8d4f1f81e20770cccc73780,A0A1A9GKP1,4a8616935a059c8d027060bf069b99808354d2d1c8d4f1f81e20770cccc73780|A0A1A9GKP1|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/4a8616935a059c8d027060bf069b99808354d2d1c8d4f1f81e20770cccc73780.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c0dd59e59f4d80691ebf37fc9e31f53d11012838047ad34766bccfe94beeedef,A0A1Z4EUK8,c0dd59e59f4d80691ebf37fc9e31f53d11012838047ad34766bccfe94beeedef|A0A1Z4EUK8|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/c0dd59e59f4d80691ebf37fc9e31f53d11012838047ad34766bccfe94beeedef.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c36c03fe45e5efbb541fb2f96c1260b0cef0ab21ba691052cd8b1c4603f4003f,A0A2C9JPI6,c36c03fe45e5efbb541fb2f96c1260b0cef0ab21ba691052cd8b1c4603f4003f|A0A2C9JPI6|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/c36c03fe45e5efbb541fb2f96c1260b0cef0ab21ba691052cd8b1c4603f4003f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c879d19615112950f39b3d19e5121b1a3df83edd5855af7532f348e045a13662,A0A6J1M0J1,c879d19615112950f39b3d19e5121b1a3df83edd5855af7532f348e045a13662|A0A6J1M0J1|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/c879d19615112950f39b3d19e5121b1a3df83edd5855af7532f348e045a13662.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
be01cc0124268ddde7c0e4796584710225ae3d668dcb54fa823d205dada23451,A0A6N4W9H6,be01cc0124268ddde7c0e4796584710225ae3d668dcb54fa823d205dada23451|A0A6N4W9H6|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/be01cc0124268ddde7c0e4796584710225ae3d668dcb54fa823d205dada23451.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
d7424cc21bcf8d8bd0e0a54ee341585042432cf180428680d0a543f5c2dec92a,A0A6P7GPL3,d7424cc21bcf8d8bd0e0a54ee341585042432cf180428680d0a543f5c2dec92a|A0A6P7GPL3|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/d7424cc21bcf8d8bd0e0a54ee341585042432cf180428680d0a543f5c2dec92a.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
57c2e0bf7c5565990edfe7a3713d2cfc1bbbaaa59695f008c92e991f06121e66,A0A979FNX9,57c2e0bf7c5565990edfe7a3713d2cfc1bbbaaa59695f008c92e991f06121e66|A0A979FNX9|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/57c2e0bf7c5565990edfe7a3713d2cfc1bbbaaa59695f008c92e991f06121e66.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
5871e6484e19ab51f8230deb75d6b649675e307ee4a75e0d58f12367a3dd3649,A0AAD1HQA0,5871e6484e19ab51f8230deb75d6b649675e307ee4a75e0d58f12367a3dd3649|A0AAD1HQA0|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/5871e6484e19ab51f8230deb75d6b649675e307ee4a75e0d58f12367a3dd3649.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
347e5e0abbd2a43df5e18a9405d068a9967d64447da60e1f595e1ac696d53671,B4K7U3,347e5e0abbd2a43df5e18a9405d068a9967d64447da60e1f595e1ac696d53671|B4K7U3|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/347e5e0abbd2a43df5e18a9405d068a9967d64447da60e1f595e1ac696d53671.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
6ae67ef7c827443cdb3ab937ac8963afcc8976c107d421bca813662b3c5dff24,G1NT64,6ae67ef7c827443cdb3ab937ac8963afcc8976c107d421bca813662b3c5dff24|G1NT64|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/6ae67ef7c827443cdb3ab937ac8963afcc8976c107d421bca813662b3c5dff24.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
bf4b9be9af5cb0efa2d8af086a5997bcb437a218614e5b831bdc335ad1686cc4,G3WQY5,bf4b9be9af5cb0efa2d8af086a5997bcb437a218614e5b831bdc335ad1686cc4|G3WQY5|len=311|ids=1,311,311,1152,311x1152,float16,embeddings/bf4b9be9af5cb0efa2d8af086a5997bcb437a218614e5b831bdc335ad1686cc4.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
